place_id,정본후보(kakao_name),조각수,spot_name,bloggers,road_address,검수(비움: 잘못묶임=X)
1403064814,프릳츠 제주성산점,9,프릳츠,91,제주특별자치도 서귀포시 성산읍 일출로 222,
1403064814,프릳츠 제주성산점,9,프릳츠 제주 성산점,91,제주특별자치도 서귀포시 성산읍 일출로 222,
1403064814,프릳츠 제주성산점,9,프릳츠 제주성산점,91,제주특별자치도 서귀포시 성산읍 일출로 222,
1403064814,프릳츠 제주성산점,9,프릳츠커피,50,제주특별자치도 서귀포시 성산읍 일출로 222,
1403064814,프릳츠 제주성산점,9,성산프릳츠,40,제주특별자치도 서귀포시 성산읍 일출로 222,
1403064814,프릳츠 제주성산점,9,카페프릳츠성산,14,제주특별자치도 서귀포시 성산읍 일출로 222,
1403064814,프릳츠 제주성산점,9,프릳츠 성산점,14,제주특별자치도 서귀포시 성산읍 일출로 222,
1403064814,프릳츠 제주성산점,9,프릳츠카페 성산,2,제주특별자치도 서귀포시 성산읍 일출로 222,
1403064814,프릳츠 제주성산점,9,프릳츠카페성산점,1,제주특별자치도 서귀포시 성산읍 일출로 222,
1546248756,해일리 카페,7,해일리,94,제주특별자치도 서귀포시 성산읍 한도로 269-37,
1546248756,해일리 카페,7,헤일리,92,제주특별자치도 서귀포시 성산읍 한도로 269-37,
1546248756,해일리 카페,7,해일리 카페,87,제주특별자치도 서귀포시 성산읍 한도로 269-37,
1546248756,해일리 카페,7,해일리카페,87,제주특별자치도 서귀포시 성산읍 한도로 269-37,
1546248756,해일리 카페,7,헤일리카페,77,제주특별자치도 서귀포시 성산읍 한도로 269-37,
1546248756,해일리 카페,7,제주해일리카페,37,제주특별자치도 서귀포시 성산읍 한도로 269-37,
1546248756,해일리 카페,7,성산해일리카페,3,제주특별자치도 서귀포시 성산읍 한도로 269-37,
1099838287,위이,6,위이,79,제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,
1099838287,위이,6,위이 (WIEE),79,제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,
